content,words,confidence,p_foreign,p_upper,p_cap,avg_length,label,sentiment,emphasis,amplitude,politeness,dirtiness,main_tense,negated,article_id,article_type,user_type,outcome
Harry Reid's Senate Blockade,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,539720,Review & Outlook (U.S.),2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,539600,Notable & Quotable,1,1
U.S. Household Debt Increases,4,1,0,25,75,6.5,neutral,2,1,0.125,0,0,present,FALSE,539569,U.S. News,1,1
Seeking to Keep a Shine on Chrome,7,1,0,0,57.14285714,3.857142857,neutral,0,1,0,0,0,present,FALSE,539559,Sports,1,1
Airport Workers Press for Union,5,1,0,0,80,5.4,neutral,0,1,0,0,0,present,FALSE,539526,NY Region,1,1
The Revenue Rolls In,4,1,0,0,100,4.25,neutral,0,1,0,0,0,present,FALSE,539566,Review & Outlook (U.S.),2,0
McKesson's Earnings Rise 43%,5,1,0,0,60,5,neutral,0,1,0,0,0,present,FALSE,539552,Business,1,0
Students Focus Cameras on Bronx's Bright Sides,8,1,0,0,75,5,neutral,0,1,0,0,0,present,FALSE,539623,NY Schools,1,0
Prosecutors Seek Prison Sentence for SAC Employee,7,1,0,14.28571429,85.71428571,6.142857143,neutral,0,1,0,0,0,present,FALSE,539517,Markets Main,2,1
Home Buyers: Bring Your Cash to Asheville,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,539512,The Market,1,0
Best of the Web Today: Starr Turn?,7,1,0,0,71.42857143,4,mixed,3,1,0.5,0,0,present,FALSE,539546,Best of the Web Today,2,1
"With Its Cocktail Classic, Manhattan Seeks a Fair Shake",9,1,0,0,88.88888889,5.222222222,neutral,0,1,0,0,0,present,FALSE,539585,NY Culture,1,0
Her Mission: Every Woman Works,5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,539553,Journal Reports: Retirement,1,0
First Look at Health Rates for 2015,7,1,0,0,57.14285714,4.142857143,neutral,0,1,0,0,0,present,FALSE,539629,Politics and Policy,1,0
Rebels in Colombia Hit Energy Sector Hard in 'Black October',10,1,0,0,80,5.1,neutral,0,1,0,0,0,past,FALSE,534847,Latin America News,2,1
"Russia, Japan Expand Security Ties",5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,534690,Russia News,2,1
Tips on Building a Franchising Empire,6,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,534684,Journal Reports: Small Business,2,1
Best of the Web Today: When Fraud Is Legal,9,1,0,0,77.77777778,3.777777778,positive,5,1,0.45,0,0,present,FALSE,534656,Best of the Web Today,1,0
Macquarie to Spin Off Airport Stake,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,534595,Asian Business News,1,0
Asian Companies Tap Debt Market,5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,534606,Asia Markets,2,1
Nissan Cuts Profit Forecast,4,1,0,0,100,6,neutral,2,1,0.125,0,0,present,FALSE,534654,Japan News,1,1
Nissan Cuts Profit Forecast,4,1,0,0,100,6,neutral,2,1,0.125,0,0,present,FALSE,534646,Business,2,0
"By Way of Brooklyn, Sounds for 'Big Sur'",8,1,12.5,0,75,4.125,neutral,0,1,0,0,0,present,FALSE,534724,NY Culture,1,1
Noonan: 'Politics Is a Feeling',5,1,0,0,80,5.4,neutral,0,1,0,0,0,present,FALSE,534588,Declarations,1,1
Dr. Francis Collins: Politics on the Frontiers of Science,9,1,0,0,55.55555556,5.444444444,neutral,0,1,0,0,0,present,FALSE,534569,The Saturday Interview,1,1
Searching for Baja's Ultimate Fish Taco,7,1,0,0,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,534858,In Search Of,2,0
"Average American Tourist? No, Grozny Reality Star",3,1,0,0,100,7.666666667,neutral,0,1,0,0,0,present,FALSE,534849,Traveler's Tale,1,1
Alabama County Sees Bankruptcy Exit,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,534623,Credit Markets,2,0
Kansas Democracy Lesson,3,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,534586,Review & Outlook (U.S.),1,1
Boeing to Increase 737 Production,5,1,0,0,60,5.8,neutral,0,1,0,0,0,present,FALSE,534566,Business,2,0
From Traders to Cellars,4,1,0,0,75,5,neutral,0,1,0,0,0,present,FALSE,534627,NY Culture,1,1
Time Inc. Names Chief Content Officer,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,534553,Media & Marketing,2,0
Bombardier Profit Falls,3,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,534563,Canada News,1,1
Germany Hits Back at U.S.,5,1,0,20,60,4.2,neutral,0,1,0,0,0,present,FALSE,534568,Europe News,1,1
Panasonic Doubles Forecast,3,1,0,0,100,8,neutral,0,1,0,0,0,present,FALSE,534620,Earnings,2,0
New York Times Reports Loss,5,1,0,0,100,4.6,neutral,0,1,0,0,0,present,FALSE,534581,Earnings,1,1
Exxon Mobil Profit Down 18% on Refining Weakness,8,1,0,0,75,5.125,neutral,0,1,0,0,0,present,FALSE,534712,Earnings,2,0
MasterCard Net Rises 14% on Purchases,6,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,534539,Markets Main,1,1
"Cigna Reports Higher Profit, Outlook",5,1,0,0,100,6.4,neutral,0,1,0,0,0,present,FALSE,534518,Earnings,2,1
Time Warner Cable Loses Subscribers,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,534550,Earnings,2,1
Total Posts Fall in Profit,5,1,0,0,80,4.4,neutral,0,1,0,0,0,present,FALSE,534512,European Business News,1,0
Shell Profit Falls 31%,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,534613,Business,1,0
BNP Paribas Profit Rises on Lower Costs,7,1,0,14.28571429,85.71428571,4.714285714,neutral,0,1,0,0,0,present,FALSE,534519,Markets Main,1,0
Sony Shares Drop 11% on Poor Earnings,7,1,0,0,71.42857143,4.428571429,neutral,1,1,0.125,0,0,present,FALSE,534506,Earnings,1,0
Boston Red Sox Win World Series,6,1,0,0,100,4.333333333,neutral,0,1,0,0,0,present,FALSE,534514,MLB,2,1
Allstate Corp.'s Earnings Fall,5,1,0,0,60,5.4,neutral,0,1,0,0,0,present,FALSE,534487,Markets Main,2,1
U.K. Creates New Regulator for the Press,7,1,0,14.28571429,57.14285714,4.857142857,neutral,0,1,0,0,0,present,FALSE,534458,Business,2,1
The Children of Brown,4,1,0,0,75,4.5,neutral,0,1,0,0,0,present,FALSE,534454,Review & Outlook (U.S.),1,0
You Can Keep Your Health Plan*,6,1,0,0,100,4.166666667,neutral,0,1,0,0,0,present,FALSE,534441,Review & Outlook (U.S.),1,0
Japan's Big Ski Adventure,5,1,0,0,80,4.4,neutral,0,1,0,0,0,present,FALSE,534460,Homes,1,0
Futures Clients to Get More Protection,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,534410,Markets Main,2,0
House Prices Cooling a Bit,5,1,0,0,80,4.4,neutral,0,1,0,0,0,present,FALSE,534431,Sunday Journal,1,1
Walgreen Looks Abroad for Growth,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,534421,Barron's Investment Insight,2,0
"U.S. Private Sector Adds 130,000 Jobs",6,1,0,16.66666667,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,534370,Politics and Policy,2,0
Sprint Reports Profit on Investment Gain; Could Partner With Other Spectrum Owners,13,1,0,0,84.61538462,5.461538462,neutral,0,1,0,0,0,present,FALSE,534451,Earnings,1,1
Asian Shipping Lines Post Weak Results,6,1,0,0,100,5.5,neutral,0,1,0,0,0,present,FALSE,534379,Asian Business News,2,0
Reality Catching Up With China Internet Stocks,7,1,0,0,100,5.714285714,neutral,0,1,0,0,0,present,FALSE,534404,Asia Markets,2,0
Gap to Expand in China,5,1,0,0,60,3.6,neutral,0,1,0,0,0,present,FALSE,537504,Asian Business News,1,1
New Orleans Projects Get a Lift,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,537553,Deal of the Week,2,0
"Paper Business Cards Endure, Defying Technology",6,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,537519,Technology,1,1
Sears 'Actively Reviewing' Computer Systems,5,1,0,0,100,7.8,neutral,0,1,0,0,0,present,FALSE,537532,Business,2,0
Banner Year Expected for Berkshire,5,1,0,0,80,6,neutral,0,1,0,0,0,past,FALSE,537536,Markets Main,1,1
Turkish Scandal Ripples in U.S.,5,1,0,20,60,5.4,neutral,0,1,0,0,0,present,FALSE,537539,Europe News,1,1
Foul Winter Takes Toll on Wildlife,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,537527,U.S. News,1,1
U.S. Pilot Shortage Called Severe,5,1,0,20,80,5.8,neutral,0,1,0,0,0,past,FALSE,537516,Business,2,0
China Aims to Lift Budget Carriers,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,537509,Asian Business News,1,1
Pearson Issues Profit Warning,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,537636,Media & Marketing,2,0
Hutchison Whampoa Gets a European Boost,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,537475,Asian Business News,1,1
China to Buy Control of Grain Trader,7,1,0,0,71.42857143,4.285714286,neutral,0,1,0,0,0,present,FALSE,537514,Asian Business News,1,1
Soho China Sells Shanghai Properties,5,1,0,0,100,6.4,neutral,0,1,0,0,0,present,FALSE,537505,Deals & Deal Makers,1,1
San Francisco Police Officers Indicted in Federal Probe,8,1,0,0,87.5,6,neutral,0,1,0,0,0,past,FALSE,537474,U.S. News,1,1
"For Retailers, Less Red Is New Black",7,1,0,0,100,4.285714286,neutral,0,1,0,0,0,present,FALSE,537446,Business,2,0
You Can Never Have Too Much Enforcement,7,1,0,0,100,4.714285714,neutral,0,1,0,0,0,present,TRUE,537478,NY Sports,2,0
KPMG: Michael Andrew Retiring as Chairman,6,1,0,16.66666667,83.33333333,6,neutral,0,1,0,0,0,present,FALSE,537440,Markets Main,2,0
"Captain Returns, and All Is Well",6,1,0,0,83.33333333,4.5,neutral,0,1.1,0,0,0,present,FALSE,537470,NY Yankees,2,0
Mets: What to Watch This Spring,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,537457,NY Mets,1,1
"Ready or Not, Here Comes the Next Leader in Brussels",10,1,0,0,70,4.3,neutral,0,1,0,0,0,present,TRUE,537469,Brussels Beat,2,0
Teen Helped Research Her Own Disease,6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,537581,U.S. News,1,1
Colombian Finance Minister Sees Strong Growth Prospects,7,1,0,0,100,7,neutral,1,1,0.071428571,0,0,present,FALSE,537414,Latin America News,1,1
U.K. Housing Demand Remains Strong,5,1,0,20,80,6,neutral,0,1,0,0,0,present,FALSE,537461,Europe News,2,0
Beware the Stealth Tax,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,537407,Tax Report,2,0
China's Leaders Take Aim at Internet Security,8,1,0,0,75,4.875,neutral,0,1,0,0,0,present,FALSE,537418,China News,2,0
Spain's Growth Slower Than Expected,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,537398,Europe News,2,0
Missing in Barcelona: Innovation,4,1,0,0,75,7.25,negative,5,1,0.4,0,0,present,FALSE,537448,Technology,1,1
State Department Issues Report on Keystone XL Review,8,1,0,12.5,87.5,5.625,neutral,0,1,0,0,0,present,FALSE,537388,U.S. News,2,0
Doctor's War on a Common Surgery,7,1,0,0,57.14285714,3.857142857,neutral,0,1,0,0,0,present,FALSE,537368,U.S. News,1,1
Patton Boggs Is in Merger Talks With Squire Sanders,9,1,0,0,88.88888889,4.777777778,neutral,0,1,0,0,0,present,FALSE,537402,Law,2,0
Investors Take a New Shine to Solar,7,1,0,0,71.42857143,4.142857143,neutral,0,1,0,0,0,present,FALSE,537534,Markets Main,2,0
Securities Class Action: Endangered Species?,5,1,0,0,100,8,neutral,0,1,0,0,0,present,FALSE,537345,Law,2,0
City of Rome Risks Bankruptcy After Aid Falls Through,9,1,0,0,88.88888889,5,neutral,3,1,0.222222222,0,0,present,FALSE,537387,Europe News,1,1
Investing in Japan: A Long-Term Case,6,1,0,16.66666667,50,5.166666667,neutral,0,1,0,0,0,present,FALSE,537404,Weekend Investor,1,1
U.K. Flags Challenge of Commodities Houses,6,1,0,16.66666667,66.66666667,6.166666667,neutral,0,1,0,0,0,present,FALSE,537515,Markets Main,1,1
The Cost of Expanding Overseas,5,1,0,0,80,5.2,neutral,0,1,0,0,0,present,FALSE,537385,Small Business,2,0
RBS To Sell Remaining Stake in Direct Line,8,1,0,12.5,87.5,4.375,neutral,0,1,0,0,0,present,FALSE,537327,Markets Main,2,0
Who Won the NFL Combine?,5,1,0,20,80,4,neutral,0,1,0,0,0,present,FALSE,537366,The Count,1,1
China Guides Yuan Lower,4,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,537354,Markets Main,2,0
Stocks Rise Slightly,3,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,537363,Today's Markets,2,0
China Lights Spark for Electric Cars,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,537373,Asian Business News,1,0
Hedge Fund Wants Nintendo to Make Mobile Games,8,1,0,0,87.5,4.875,neutral,1,1,0.125,0,0,present,FALSE,537334,Technology,2,1
Tupperware Puts Its Eggs in Emerging Markets,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,537344,Business,2,1
Singapore Aims to Become Silicon Valley East,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,537325,Technology,1,0
China Says Large Capital Outflows Unlikely,6,1,0,0,100,6.166666667,neutral,0,1,0,0,0,present,TRUE,537352,Asia Markets,2,1
The Humble Potato Falls From Grace,6,1,0,0,100,4.833333333,neutral,0,1,0,0,0,present,FALSE,531204,Business,1,0
China's Mining Play Failing to Pan Out,8,1,0,0,75,4,neutral,3,1,0.25,0,0,present,FALSE,531094,China News,2,1
"Israel, Palestinians Again Trade Fire",5,1,0,0,100,6.6,neutral,0,1,0,0,0,present,FALSE,531201,Middle East News,2,1
Investors Bet on a Break From Beef,7,1,0,0,71.42857143,4,neutral,0,1,0,0,0,present,FALSE,531059,Commodities,2,1
More Texas Schools Allow Armed Employees,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,531196,U.S. News,1,0
IMF: Ghana Requests Bailout,4,1,0,25,100,6,neutral,0,1,0,0,0,present,FALSE,531205,Africa News,2,1
The Yankee Who Just Wouldn't Quit,7,1,0,0,85.71428571,4,neutral,0,1,0,0,0,present,TRUE,531098,NY Yankees,1,0
Mets Start Looking Toward 2015,5,1,0,0,80,5.2,neutral,0,1,0,0,0,present,FALSE,531105,NY Mets,2,1
What to Watch for in Giants' Game,7,1,0,0,57.14285714,3.857142857,neutral,0,1,0,0,0,present,FALSE,531114,NY Giants,2,1
Consumers' Top Demand From Banks Is More Rewards,8,1,0,0,100,5.125,neutral,1,1,0.111111111,0,0,present,FALSE,531073,Markets Main,2,1
Massachusetts to Replace Health Exchange With Privately Run System,9,1,0,0,88.88888889,6.444444444,neutral,0,1,0,0,0,present,FALSE,531077,U.S. News,1,1
Terror Victims to Press Claims Against Arab Bank,8,1,0,0,87.5,5.125,negative,6,1,0.4125,0,0,present,FALSE,531104,U.S. News,2,0
FAA Bans U.S. Flights Over Iraq,6,1,0,33.33333333,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,531159,World News,1,1
Norwegian Fish Caught in Sanctions,5,1,0,0,80,6,neutral,0,1,0,0,0,past,FALSE,531071,Russia News,2,0
Asean Summit to Stress Cooperation With Russia,7,1,0,0,85.71428571,5.714285714,neutral,0,1,0,0,0,present,FALSE,531176,World News,2,0
Afghan Rivals Back Unity Government,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,531155,Asia News,1,1
India's Industrial Output Expected to Improve,7,1,0,0,71.42857143,5.714285714,neutral,0,1,0,0,0,past,FALSE,531061,Asia News,2,0
Time to Move On From Southern Europe,7,1,0,0,85.71428571,4.285714286,neutral,0,1,0,0,0,present,FALSE,531023,Heard on the Street,2,0
Magna Results Beat Expectations,4,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,531127,Business,2,0
India Car Sales Rise,4,1,0,0,100,4.25,neutral,0,1,0,0,0,present,FALSE,531149,Economy,2,0
Delphi Will Fight IRS Over Taxes,6,1,0,16.66666667,100,4.5,neutral,0,1,0,0,0,future,FALSE,531027,Business,1,1
U.S. Aiding Iraqi Air Force,5,1,0,20,80,4.6,neutral,0,1,0,0,0,present,FALSE,531020,World News,2,0
France's Slow Growth to Continue,6,1,0,0,66.66666667,4.666666667,neutral,0,1,0,0,0,present,FALSE,531095,Economy,1,1
Wanda Group Goes Hollywood,4,1,0,0,100,5.75,neutral,0,1,0,0,0,present,FALSE,531093,Business,1,1
Amazon Takes Long View in India,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,530972,Asian Business News,1,1
BP Recalls Australian Trucks After Deadly Crash,7,1,0,14.28571429,100,5.857142857,neutral,0,1,0,0,0,present,FALSE,531022,Asia News,2,0
"U.S. Lawmakers Voice Support for Strikes, Aid",7,1,0,14.28571429,71.42857143,5.571428571,neutral,1,1,0.125,0,0,present,FALSE,531132,U.S. News,2,0
J.P. Morgan Faces New Inquiry on Funds,7,1,0,14.28571429,71.42857143,4.571428571,neutral,0,1,0,0,0,present,FALSE,531069,Markets Main,1,1
Hachette Calls Off Book Deal,5,1,0,0,100,4.8,neutral,0,1,0,0,0,present,FALSE,530966,Business,1,1
Rules on Dangerous Chemicals Fuel Political Fight in Texas,9,1,0,0,77.77777778,5.555555556,neutral,0,1,0,0,0,present,FALSE,531014,U.S. News,2,0
Catholic Network Sets Up California Base,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,530959,U.S. News,1,1
Baltic States Concerned by Russian Food Bans,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,531021,Europe News,1,1
Maximum Human Performance Goes on Auction Block,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,present,FALSE,530948,Business,2,0
Cliffs Natural Names New CEO,5,1,0,20,100,4.8,neutral,0,1,0,0,0,present,FALSE,530999,Business,1,1
Banca Monte dei Paschi Posts Loss,6,1,0,0,83.33333333,4.666666667,neutral,0,1,0,0,0,present,FALSE,530975,Markets Main,1,1
IBM Is Developing a Computer Chip That Acts Like a Brain,11,1,0,9.090909091,81.81818182,4.181818182,neutral,0,1,0,0,0,present,FALSE,530967,Technology,2,0
American Agencies Probe Venezuelan Energy Company,6,1,0,0,100,7.333333333,neutral,0,1,0,0,0,present,FALSE,531010,Latin America News,1,1
"Fannie, Freddie Settle Into New Norm",6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,530903,U.S. News,1,1
Aviva Cuts Costs in Quest for Freedom,7,1,0,0,71.42857143,4.428571429,neutral,2,1,0.142857143,0,0,present,FALSE,530956,Heard on the Street,2,0
Cargill Earnings Drop 12%,4,1,0,0,75,5.5,neutral,0,1,0,0,0,present,FALSE,530976,Earnings,1,1
Deutsche Bank Ordered to Improve Risk Controls,7,1,0,0,85.71428571,5.714285714,neutral,0,1,0,0,0,past,FALSE,530883,Markets Main,1,1
Clashes in Kiev's Independence Square,6,1,0,0,66.66666667,5.5,neutral,0,1,0,0,0,present,FALSE,530879,Europe News,1,1
China's Top Graft Buster Probing Thousands,7,1,0,0,85.71428571,5.285714286,neutral,0,1,0,0,0,present,FALSE,530951,China News,1,1
Russia Bans Food Imports From West,6,1,0,0,100,4.833333333,neutral,0,1,0,0,0,present,FALSE,530953,Russia News,1,1
German Factory Production Falls Short,5,1,0,0,100,6.6,neutral,0,1,0,0,0,present,FALSE,530907,Economy,2,1
Asian Shares Decline,3,1,0,0,100,6,neutral,2,1,0.166666667,0,0,present,FALSE,530872,Asiastox,2,1
Imperial Metals Ordered to Clean Up Spill,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,past,FALSE,530888,Business,2,1
Wyly Attorneys Says Proposed SEC Fine Too Much,8,1,0,12.5,100,4.875,neutral,0,1,0,0,0,present,FALSE,530893,U.S. News,2,1
Sprint's New Boss Will Stand Out,7,1,0,0,85.71428571,3.857142857,neutral,0,1,0,0,0,future,FALSE,530912,Technology,2,1
State Troopers to Help Chicago Cut Violence,7,1,0,0,85.71428571,5.285714286,neutral,0,1,0,0,0,present,FALSE,530849,Politics and Policy,1,0
Deal Advisers Take It on the Chin,7,1,0,0,71.42857143,3.857142857,neutral,0,1,0,0,0,present,FALSE,530867,Markets Main,2,1
Calling a Market Peak Is Only Half the Battle,9,1,0,0,77.77777778,4.111111111,neutral,0,1,0,0,0,present,FALSE,530906,Hulbert on Investing,1,0
USC Students Call for Safety Measures,6,1,0,16.66666667,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,530836,U.S. News,1,0
U.S. Says Attack on General Won't Change Security Plans for Afghanistan,12,1,0,8.333333333,66.66666667,5.083333333,neutral,0,1,0,0,0,present,TRUE,530851,World News,1,0
Canada Steps Up Pressure on Russia With Additional Sanctions,9,1,0,0,88.88888889,5.777777778,neutral,0,1,0,0,0,present,FALSE,530832,Canada News,1,0
Chrysler Earnings Jump 22%,4,1,0,0,75,5.75,neutral,0,1,0,0,0,present,FALSE,530625,Earnings,2,0
Gold Prices Rally,3,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,530678,Commodities,1,1
London Mayor Plans Parliamentary Return,5,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,530704,U.K. News,1,1
Thailand Holds Rate Steady,4,1,0,0,100,5.75,neutral,0,1,0,0,0,present,FALSE,530723,Asia News,1,1
Greek Consumer Prices Continue Their Fall,6,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,530728,Economy,2,0
Israel Makes First Arrest in Teens Murder Case,8,1,0,0,87.5,4.875,neutral,0,1,0,0,0,present,FALSE,530701,Middle East News,1,1
China Steps Up Antitrust Duel With West,7,1,0,0,100,4.714285714,neutral,0,1,0,0,0,present,FALSE,530695,Business,2,0
Dutch Firm Takes On Flight 370 Search,7,1,0,0,85.71428571,4.428571429,neutral,0,1,0,0,0,present,FALSE,530721,Asia News,1,1
German Factory Orders Drop,4,1,0,0,100,5.75,neutral,0,1,0,0,0,present,FALSE,530727,Economy,1,1
Blackstone President Sells Shares,4,1,0,0,100,7.5,neutral,2,1,0.125,0,0,present,FALSE,534400,Markets Main,2,0
U.S. Uses NSA Surveillance Program in Criminal Case,8,1,0,25,75,5.5,neutral,0,1,0,0,0,present,FALSE,534395,U.S. News,2,0
Fears of India Star in Pakistan Film,7,1,0,0,71.42857143,4.285714286,neutral,3,1,0.285714286,0,0,present,FALSE,534385,India News,1,1
Eaton Buoyed by Cooper,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,534320,Earnings,2,0
Ancient Wonder,2,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,534337,Reviews,1,0
From Alabama to Hawaii,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,534364,Reviews,2,1
Norway Oil Fund Plans to Buy More Chinese Equities,9,1,0,0,88.88888889,4.666666667,neutral,0,1,0,0,0,present,FALSE,534354,Markets Main,1,0
The Great Clothes 'Scandal',4,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,534353,Fashion,1,0
"Outside Boston, a Slice of Fenway",6,1,0,0,66.66666667,4.666666667,neutral,0,1,0,0,0,present,FALSE,534340,Infogrfx House Of The Day,2,1
Greenwich Village Gets More New Meaning,6,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,534331,NY Real Estate Residential,1,0
